"region","region_cd","g1u14","g2o15","g3o65","total","BJD_CD","EMD_CD"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025028","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025029","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025030","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025031","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025032","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025033","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025034","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025035","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025036","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025037","42820250"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025300","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025321","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025322","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025323","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025324","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025325","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025326","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025327","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025328","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025329","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025330","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025331","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025332","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025333","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025334","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025335","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025336","42820253"
"강원도 고성군 거진읍","4282025300",364,3645,2279,6284,"4282025337","42820253"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031000","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031021","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031022","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031023","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031024","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031025","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031026","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031027","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031028","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031029","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031030","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031032","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031033","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031034","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031035","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031036","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031037","42820310"
"강원도 고성군 현내면","4282031000",104,1348,950,2401,"4282031038","42820310"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032000","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032021","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032022","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032023","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032024","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032025","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032026","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032027","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032028","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032029","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032030","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032031","42820320"
"강원도 고성군 죽왕면","4282032000",243,2336,1202,3777,"4282032032","42820320"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033000","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033021","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033022","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033023","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033024","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033025","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033026","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033027","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033028","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033029","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033030","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033031","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033032","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033033","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033034","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033035","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033036","42820330"
"강원도 고성군 토성면","4282033000",469,4847,1997,7310,"4282033037","42820330"
"강원도 양양군","4283000000",2180,17443,8303,27909,"4283000000","42830000"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025000","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025021","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025022","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025023","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025024","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025025","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025026","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025027","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025028","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025029","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025030","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025031","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025032","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025033","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025034","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025035","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025036","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025037","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025038","42830250"
"강원도 양양군 양양읍","4283025000",1403,8364,2739,12503,"4283025039","42830250"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031000","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031021","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031022","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031023","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031024","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031025","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031026","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031027","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031028","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031029","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031030","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031031","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031032","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031033","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031034","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031035","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031036","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031037","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031038","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031039","42830310"
"강원도 양양군 서면","4283031000",137,1663,1076,2876,"4283031040","42830310"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032000","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032021","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032022","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032023","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032024","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032025","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032026","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032027","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032028","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032029","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032030","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032031","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032032","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032033","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032034","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032035","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032036","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032037","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032038","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032039","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032040","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032041","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032042","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032043","42830320"
"강원도 양양군 손양면","4283032000",115,1365,852,2327,"4283032044","42830320"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033000","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033021","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033022","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033023","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033024","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033025","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033026","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033027","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033028","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033029","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033030","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033031","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033032","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033033","42830330"
"강원도 양양군 현북면","4283033000",115,1478,982,2572,"4283033034","42830330"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034000","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034021","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034022","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034023","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034024","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034025","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034026","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034027","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034028","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034029","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034030","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034031","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034032","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034033","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034034","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034035","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034036","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034037","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034038","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034039","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034040","42830340"
"강원도 양양군 현남면","4283034000",133,1674,1245,3048,"4283034041","42830340"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035000","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035021","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035022","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035023","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035024","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035025","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035026","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035027","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035028","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035029","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035030","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035031","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035032","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035033","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035034","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035035","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035036","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035037","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035038","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035039","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035040","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035041","42830350"
"강원도 양양군 강현면","4283035000",277,2899,1409,4583,"4283035042","42830350"
